city,postal_code,ad_type,property_type,reference,title,publication_date,modification_date,new_property,rooms_quantity,bedrooms_quantity,price,surfaceArea,url
Toulouse,31100,buy,flat,1979397,Vente Studio 1 pièce,2026-03-24T10:59:47.142Z,2026-04-14T11:07:53.837Z,False,1,0,98500,25.67,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/iad-france-2042387
Toulouse,31100,buy,flat,1920830,Vente Appartement 2 pièces,1970-01-01T00:00:00.000Z,2026-03-27T12:08:55.228Z,False,2,1,78000,27,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-1983342
Toulouse,31100,buy,flat,462,APPARTEMENT T2 41M² avec BALCON ET PARKING,2026-04-02T22:11:20.703Z,2026-04-03T09:05:57.364Z,False,2,1,80000,41,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/consortium-172604704
Toulouse,31400,buy,flat,TAPP969658,,2026-03-27T12:05:58.055Z,2026-04-10T14:46:27.187Z,False,1,0,88000,23,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/citya-immobilier-00178-TAPP969658
Calmont,31560,buy,house,448892341767853,FORT POTENTIEL AU CŒUR DE CALMONT (31560),2026-03-24T17:59:42.423Z,2026-04-17T07:07:46.134Z,False,6,5,95000,200,https://www.bienici.com/annonce/vente/calmont/maison/6pieces/ag754248-520412957
Toulouse,31300,buy,flat,57CC55EB24504CA8,Résidence Affaires,2026-03-17T15:33:21.892Z,2026-03-18T05:13:38.202Z,False,1,1,74000,25,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag750949-519126557
Toulouse,31200,buy,flat,1972709,Vente Appartement 2 pièces,2026-03-16T10:55:08.329Z,2026-03-24T20:29:11.861Z,False,2,1,85000,31.18,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-2036116
Toulouse,31300,buy,flat,348,TOULOUSE PURPAN  Studio 25 m2 avec parking   Investissement,2026-03-06T16:05:17.140Z,2026-04-07T22:41:08.743Z,False,1,,98000,25.86,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/hektor-SETFIMMOBILIER2022-30920
Toulouse,31400,buy,flat,1959268,Vente Appartement 1 pièce,2026-03-01T13:58:26.080Z,2026-04-14T03:15:56.952Z,False,1,,90000,22,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/iad-france-2022368
Toulouse,31400,buy,flat,1930319,Vente Appartement 1 pièce,1970-01-01T00:00:00.000Z,2026-04-16T19:35:43.861Z,False,1,,99000,19.15,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/iad-france-1992981
Toulouse,31200,buy,flat,2310518,L'Appartement Garonne,1970-01-01T00:00:00.000Z,2026-04-17T19:04:25.988Z,False,2,1,95000,41,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/hektor-kapimmo32600-521
Toulouse,31100,buy,flat,120761,,1970-01-01T00:00:00.000Z,2026-04-10T19:03:40.516Z,False,2,1,88000,45.1,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/century-21-202_1052_120761
Toulouse,31100,buy,flat,3117856268,Appartement,1970-01-01T00:00:00.000Z,2026-04-04T19:01:49.989Z,False,2,1,85600,49,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/adapt-immo-3117856268
Toulouse,31400,buy,flat,TAPP955188,,1970-01-01T00:00:00.000Z,2026-03-27T06:13:34.702Z,False,1,0,88000,22.04,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/citya-immobilier-00178-TAPP955188
Toulouse,31400,buy,flat,VA2196-GALLYS IMMOBILIER,Studio meublé - idéal investisseur,1970-01-01T00:00:00.000Z,2026-04-17T20:14:34.504Z,False,1,,65000,22.56,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/netty-company34235ort-appt-2196
Toulouse,31200,buy,flat,TAPP935781,,1970-01-01T00:00:00.000Z,2026-04-16T05:12:39.400Z,False,2,1,99000,40,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/citya-immobilier-20490-TAPP935781
Toulouse,31200,buy,flat,312623907,Appartement,1970-01-01T00:00:00.000Z,2026-04-16T20:11:07.855Z,False,2,1,99500,47,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/adapt-immo-312623907
Toulouse,31400,buy,flat,KDVX2576,Rentabilité et tranquillité à Toulouse Rangueil - Studio en résidence étudiante avec bail commercial,2026-04-14T14:01:50.938Z,2026-04-16T19:08:40.155Z,False,1,,83000,19,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag315077-524305712
Saint-Gaudens,31800,buy,flat,1991788,Vente Appartement 3 pièces,2026-04-10T17:58:17.815Z,2026-04-10T17:58:17.815Z,False,3,2,95000,56,https://www.bienici.com/annonce/vente/saint-gaudens/appartement/3pieces/iad-france-867089
Toulouse,31300,buy,flat,EB1374BB47F24FF7,Résidence Affaires,2026-03-29T00:29:21.084Z,2026-03-29T00:29:21.084Z,False,1,,79000,26,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag750949-521286407
Toulouse,31100,buy,flat,AGL1835,LES ARÈNES - T2 avec parking - Spécial investissement,2026-03-28T10:28:22.898Z,2026-04-08T16:43:46.151Z,False,2,1,96500,45.58,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/apimo-86847971
Toulouse,31300,buy,flat,DD6AEC9AA2CB4EE3,Résidence Affaires,2026-03-27T12:54:34.062Z,2026-03-27T12:54:34.062Z,False,1,,68000,23,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag750949-520983446
Toulouse,31300,buy,flat,7A2EFC1DD13B4B6E,Résidence Etudiante,2026-03-24T10:44:05.289Z,2026-04-06T10:04:19.292Z,False,1,,66000,18,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag750949-520328195
Toulouse,31300,buy,flat,442783GJY,Studio meublé en résidence étudiante ? Investissement simple et sécurisé à Toulouse Patte d'Oie,2026-03-16T21:11:50.891Z,2026-04-16T05:53:19.652Z,False,1,1,65000,21,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag440414-518993279
Toulouse,31300,buy,flat,33914,"Studio de 21,49 m2 avec 1 pk en sous-sol - Toulouse 31300/Pu",2026-03-14T15:26:42.333Z,2026-04-13T23:58:47.096Z,False,1,1,75500,21.49,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/hektor-hektor-1_lequipeimmo-3301
Toulouse,31000,buy,flat,77864-SEMENADISSE,APPARTEMENT T2 DE 54M² DANS RESIDENCE DE SERVICES,2026-03-03T14:30:37.044Z,2026-04-14T17:29:12.325Z,False,2,1,67900,43.1,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-semenadisse-appt-1008
Toulouse,31300,buy,flat,432418CRBO,Studio dernier étage,2026-03-02T15:01:16.540Z,2026-04-10T09:34:26.359Z,False,1,,50000,9,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag440414-516367907
Toulouse,31100,buy,flat,TAPP965457,,2026-02-27T12:06:12.423Z,2026-04-03T13:32:12.698Z,False,1,0,46000,22,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/citya-immobilier-20490-TAPP965457
Toulouse,31300,buy,flat,E830001F340B406A,Résidence Affaires,2026-02-26T14:56:12.137Z,2026-04-03T11:14:11.284Z,False,2,1,91000,37,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag750949-515728241
Toulouse,31300,buy,flat,2CF4BEC232A841FD,Résidence Affaires,2026-02-19T09:58:14.245Z,2026-03-23T11:18:43.178Z,False,2,1,92000,35,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag750949-514349204
Toulouse,31400,buy,flat,3981-FOROM,Appartement à vendre Toulouse,1970-01-01T00:00:00.000Z,2026-04-14T16:14:29.713Z,False,1,,55500,22,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/netty-company53666edp-appt-7267
Toulouse,31300,buy,flat,1809-MIDIIMMOBILIER,LARDENNE-PURPAN : T1 AVEC PARKING ET CELLIER,1970-01-01T00:00:00.000Z,2026-04-14T17:31:24.484Z,False,1,,97000,27.78,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/netty-midiimmobilier-appt-5847
Toulouse,31200,buy,flat,3103715902,COEUR MINIMES studio avec balcon vendu vide,1970-01-01T00:00:00.000Z,2026-04-02T14:43:39.262Z,False,1,1,87000,15,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag315078-511022309
Toulouse,31100,buy,flat,120961,,1970-01-01T00:00:00.000Z,2026-04-16T19:03:14.682Z,False,1,0,53000,16,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/century-21-202_1052_120961
Toulouse,31400,buy,flat,3103915636,Saouzelong/Rangueil - Appartement 1 Pièce avec balcon,1970-01-01T00:00:00.000Z,2026-04-07T07:35:35.944Z,False,1,,98000,26,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag315077-504000254
Toulouse,31100,buy,flat,214799GB-2000012341,Appartement 2 pièces,1970-01-01T00:00:00.000Z,2026-04-17T05:46:33.058Z,False,2,1,87000,42,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag743447-503729771
Auzeville-Tolosane,31320,buy,programme,246279235,"Au pied des transports,  vivez entre études et loisirs à Auzeville-Tolosane, studios connectés au cœur académique de Toulouse",1970-01-01T00:00:00.000Z,2026-04-15T18:27:32.595Z,True,1,,82298,18,https://www.bienici.com/annonce/vente/auzeville-tolosane/programme/1pieces/mgc-246279235
Toulouse,31200,buy,flat,4031-FOROM,Appartement à vendre Toulouse,1970-01-01T00:00:00.000Z,2026-04-14T16:14:29.288Z,False,2,1,89500,41.5,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-company53666edp-appt-7148
Toulouse,31100,buy,flat,1837684,Vente Appartement 2 pièces,1970-01-01T00:00:00.000Z,2026-03-24T19:59:24.706Z,False,2,1,90000,54,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-1897211
Toulouse,31200,buy,flat,1779444,Vente Appartement 2 pièces,1970-01-01T00:00:00.000Z,2026-03-27T09:06:56.125Z,False,2,1,95000,43,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-1838119
Toulouse,31200,buy,flat,1520580,Investissement LMNP : studio loué + gestion pro,1970-01-01T00:00:00.000Z,2026-04-11T20:12:05.845Z,False,1,,72500,20,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/safti-1-1520580
Toulouse,31400,buy,flat,TAPP949081,,1970-01-01T00:00:00.000Z,2026-04-14T05:12:30.233Z,False,1,0,82000,23.27,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/citya-immobilier-00178-TAPP949081
Toulouse,31400,buy,flat,3988-FOROM,Appartement à vendre Toulouse,1970-01-01T00:00:00.000Z,2026-04-14T16:14:25.927Z,False,1,,60500,22,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/netty-company53666edp-appt-6850
Toulouse,31100,buy,flat,72811-SEMENADISSE,**IDEAL INVESTISSEUR** - APPT T3/4 LOUÉ - QUARTIER BELLEFONTAIN,1970-01-01T00:00:00.000Z,2026-04-14T17:29:12.247Z,False,3,2,94500,77,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-semenadisse-appt-949
Toulouse,31000,buy,flat,244,IDEAL INVESTISSEUR - appartement T4 - LAFOURGUETTE,1970-01-01T00:00:00.000Z,2026-04-15T15:53:36.186Z,False,4,3,80000,69.8,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/apimo-85488453
Montréjeau,31210,buy,house,82339887,Maison de ville T3  avec jardin et belle vue,1970-01-01T00:00:00.000Z,2026-04-04T03:49:14.200Z,False,3,1,70000,64,https://www.bienici.com/annonce/vente/montrejeau/maison/3pieces/apimo-82339887
Toulouse,31000,buy,flat,ARCADIE,"CARMES, T2  de 34.61 M² au sein d'une résidence sénior service",1970-01-01T00:00:00.000Z,2026-03-24T22:54:08.644Z,False,2,1,90950,34.61,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/apimo-2679858
Toulouse,31000,buy,flat,toulouse64,Toulouse : Idéal investissement locatif,2026-04-14T11:17:56.904Z,2026-04-14T11:17:56.904Z,False,2,1,64349,31,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag690197-524245430
Toulouse,31000,buy,flat,ALH1839,ST AUBIN-APPARTEMENT 14M² + COIN NUIT,2026-04-11T14:54:57.010Z,2026-04-16T18:38:10.507Z,False,1,1,96000,13.92,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/apimo-86884511
Toulouse,31100,buy,flat,311895627,Appartement,2026-04-10T20:07:36.740Z,2026-04-13T05:01:43.966Z,False,1,,94000,34,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/adapt-immo-311895627
Estadens,31160,buy,house,1993841,Vente Maison de village 4 pièces,2026-04-10T17:58:17.815Z,2026-04-10T17:58:17.815Z,False,4,2,99500,67,https://www.bienici.com/annonce/vente/estadens/maison/4pieces/iad-france-849107
Toulouse,31400,buy,flat,27557,,2026-04-05T00:30:37.610Z,2026-04-05T00:30:37.610Z,False,2,1,98900,25.59,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/century-21-202_432_27557
Toulouse,31400,buy,flat,13565AA,Appartement T1 Toulouse Montaudran,2026-03-31T12:25:42.075Z,2026-04-17T09:08:08.761Z,False,1,,88000,19.32,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/immo-facile-59578233
Toulouse,31400,buy,flat,1976561,Vente Appartement 1 pièce,2026-03-25T10:57:51.465Z,2026-03-25T10:57:51.465Z,False,1,,94000,32,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/iad-france-2040151
Toulouse,31000,buy,flat,TOULOUSE44,Toulouse : Idéal investissement locatif,2026-03-23T11:20:08.853Z,2026-03-23T11:20:08.853Z,False,1,0,44950,21,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag690197-520132775
Toulouse,31000,buy,flat,TOULOUSE4,Toulouse : Idéal investissement locatif,2026-03-23T11:20:08.853Z,2026-03-23T11:20:08.853Z,False,1,0,45452,22,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag690197-520131602
Toulouse,31000,buy,flat,TOULOUSE75,Toulouse : Idéal investissement locatif,2026-03-23T11:20:08.853Z,2026-03-27T10:25:46.131Z,False,2,1,75676,35,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag690197-520130909
Fronsac,31440,buy,house,1078,,2026-03-21T01:40:59.515Z,2026-03-27T05:11:56.199Z,False,4,3,85000,85,https://www.bienici.com/annonce/vente/fronsac/maison/4pieces/century-21-202_3729_1078
Cadours,31480,buy,house,830036627613,Maison 3 pièces terrasse jardinet,2026-03-19T10:28:27.710Z,2026-04-09T09:30:07.834Z,False,3,2,90000,69,https://www.bienici.com/annonce/vente/cadours/maison/3pieces/ag060811-519443045
Puymaurin,31230,buy,house,1967877,Vente Maison de village 4 pièces,2026-03-14T20:57:44.730Z,2026-04-08T03:23:25.785Z,False,4,3,55000,90,https://www.bienici.com/annonce/vente/puymaurin/maison/4pieces/iad-france-2031081
Fos,31440,buy,flat,1044,,2026-03-14T01:36:26.792Z,2026-03-14T01:36:26.792Z,False,5,3,75000,113,https://www.bienici.com/annonce/vente/fos/appartement/5pieces/century-21-202_3729_1044
Saint-Gaudens,31800,buy,flat,17217,,2026-03-13T01:37:29.293Z,2026-04-17T00:58:04.652Z,False,3,2,55500,67.4,https://www.bienici.com/annonce/vente/saint-gaudens/appartement/3pieces/century-21-202_2518_17217
Toulouse,31100,buy,flat,312628475,Appartement,2026-03-12T09:38:03.876Z,2026-04-17T19:01:20.301Z,False,1,,52500,19,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/adapt-immo-312628475
Plaisance-du-Touch,31830,buy,flat,875,,2026-03-12T01:32:58.545Z,2026-04-11T01:30:02.015Z,False,1,0,89000,33.38,https://www.bienici.com/annonce/vente/plaisance-du-touch/appartement/1pieces/century-21-202_3657_875
Bagnères-de-Luchon,31110,buy,flat,9,T2 balcon 30 m2 - pied-à-terre station ski - accès pistes -,2026-03-11T12:58:24.660Z,2026-04-16T23:56:51.564Z,False,2,1,75000,30.32,https://www.bienici.com/annonce/vente/bagneres-de-luchon/appartement/2pieces/hektor-jlimmo81-55
Balma,31130,buy,flat,324517,"BALMA ,proche TOULOUSE ,T1 avec Balcon et Parking",2026-03-10T15:07:34.159Z,2026-04-14T07:53:21.235Z,False,1,,89000,32,https://www.bienici.com/annonce/vente/balma/appartement/1pieces/ag311656-517849763
Toulouse,31100,buy,flat,312628474,Appartement,2026-03-09T21:16:28.888Z,2026-04-08T20:16:58.388Z,False,1,,52000,19,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/adapt-immo-312628474
Toulouse,31400,buy,flat,1615073,Appartement T2 de 39m²,2026-03-04T20:47:21.620Z,2026-04-10T13:05:51.295Z,False,2,1,99000,39,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/safti-1-1615073
Toulouse,31400,buy,flat,1450,Appartement Toulouse 1 pièce(s) 22.86 m2,2026-03-04T10:51:16.131Z,2026-04-13T17:45:42.814Z,False,1,,89990,22.86,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/guy-hoquet-immo-facile-7497664
Miramont-de-Comminges,31800,buy,house,17008,,2026-03-02T01:16:58.927Z,2026-03-30T00:34:57.154Z,False,3,4,77000,59.57,https://www.bienici.com/annonce/vente/miramont-de-comminges/maison/3pieces/century-21-202_2518_17008
Chaum,31440,buy,house,330,,2026-02-27T01:31:17.688Z,2026-04-05T00:53:45.649Z,False,5,3,100000,120,https://www.bienici.com/annonce/vente/chaum/maison/5pieces/century-21-202_3729_330
Aspet,31160,buy,house,1605971,Maison atypique avec charme à réinventer en Plein Aspet,2026-02-17T20:30:50.450Z,2026-04-11T20:03:27.844Z,False,4,3,38000,88,https://www.bienici.com/annonce/vente/aspet/maison/4pieces/safti-1-1605971
Toulouse,31000,buy,flat,VA2174-27RUEIMMO,Appartement à vendre Toulouse,1970-01-01T00:00:00.000Z,2026-04-17T19:57:06.699Z,False,1,,82900,14,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/netty-company54152kvh-appt-2174
Villemur-sur-Tarn,31340,buy,flat,437581DELB,À vendre appartement T3 de 64 m2 à Villemur sur Tarn - 31340,1970-01-01T00:00:00.000Z,2026-03-17T19:30:13.934Z,False,3,2,88000,63,https://www.bienici.com/annonce/vente/villemur-sur-tarn/appartement/3pieces/ag440414-513290780
Launaguet,31140,buy,flat,2777-ELYADE,A VENDRE EN EXCLUSIVITE - T1 de 26.2m² à LAUNAGUET,1970-01-01T00:00:00.000Z,2026-04-17T20:08:44.258Z,False,1,,81750,26.2,https://www.bienici.com/annonce/vente/launaguet/appartement/1pieces/netty-company40779suy-appt-5272
Saint-Gaudens,31800,buy,flat,1936454,Vente Appartement 3 pièces,1970-01-01T00:00:00.000Z,2026-04-02T18:45:27.397Z,False,3,2,69000,65,https://www.bienici.com/annonce/vente/saint-gaudens/appartement/3pieces/iad-france-1999166
Toulouse,31500,buy,flat,5312,Aparthotel Toulouse 1 pièce 18.39 m2  meublé 31500 au pied du métro,1970-01-01T00:00:00.000Z,2026-03-28T07:15:54.950Z,False,1,1,69000,18.39,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/nestenn-1-99939418765
Saint-Béat,31440,buy,house,587,,1970-01-01T00:00:00.000Z,2026-04-03T01:03:50.404Z,False,8,4,35000,174,https://www.bienici.com/annonce/vente/saint-beat/maison/8pieces/century-21-202_3729_587
Toulouse,31400,buy,flat,312701906,Appartement,1970-01-01T00:00:00.000Z,2026-04-10T05:11:42.857Z,False,1,,85000,23,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/adapt-immo-312701906
Aucamville,31140,buy,flat,1909866,Vente Appartement 2 pièces,1970-01-01T00:00:00.000Z,2026-04-11T18:31:12.553Z,False,2,1,100000,36,https://www.bienici.com/annonce/vente/aucamville/appartement/2pieces/iad-france-1971906
Estadens,31160,buy,house,1574863,Opportunité de rénovation avec volumes annexes,1970-01-01T00:00:00.000Z,2026-03-25T14:13:14.778Z,False,3,2,99000,110,https://www.bienici.com/annonce/vente/estadens/maison/3pieces/safti-1-1574863
Toulouse,31300,buy,flat,315207,BAISSE DE PRIX - Spécial investisseur - T1 meublé en résidence affaires,1970-01-01T00:00:00.000Z,2026-04-01T03:36:06.922Z,False,1,,43000,23,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag311656-504215309
Toulouse,31200,buy,flat,31037881,3 pièces avec ascenseur....... metro Minimes,1970-01-01T00:00:00.000Z,2026-04-04T05:10:13.124Z,False,3,2,98000,54,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag315078-504041234
Aspet,31160,buy,house,1909146,Vente Maison de ville 4 pièces,1970-01-01T00:00:00.000Z,2026-04-02T18:46:15.571Z,False,4,3,79500,126,https://www.bienici.com/annonce/vente/aspet/maison/4pieces/iad-france-1971193
Boutx,31440,buy,flat,570,,1970-01-01T00:00:00.000Z,2026-04-09T01:03:51.442Z,False,3,2,88000,66.6,https://www.bienici.com/annonce/vente/boutx/appartement/3pieces/century-21-202_3729_570
Miramont-de-Comminges,31800,buy,house,17005,,1970-01-01T00:00:00.000Z,2026-04-16T00:50:40.014Z,False,4,3,99000,162,https://www.bienici.com/annonce/vente/miramont-de-comminges/maison/4pieces/century-21-202_2518_17005
Toulouse,31000,buy,flat,4291,Appartement Toulouse T1 bis 32m2 avec chambre séparée et place de parking,1970-01-01T00:00:00.000Z,2026-04-16T06:47:28.189Z,False,2,1,94900,32,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/era-2-59662313
Toulouse,31100,buy,flat,8727,Toulouse / Bellefontaine,1970-01-01T00:00:00.000Z,2026-04-12T15:54:34.926Z,False,3,2,78000,58.86,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/apimo-86369530
Saint-Gaudens,31800,buy,house,13862,,1970-01-01T00:00:00.000Z,2026-03-17T01:35:20.310Z,False,5,5,99000,206,https://www.bienici.com/annonce/vente/saint-gaudens/maison/5pieces/century-21-202_2518_13862
Toulouse,31000,investment,flat,3126543198,Appartement,1970-01-01T00:00:00.000Z,2026-03-23T21:04:14.902Z,False,1,,95000,18,https://www.bienici.com/annonce/produit d'investissement/toulouse/appartement/1pieces/adapt-immo-3126543198
Saint-Gaudens,31800,buy,flat,TAPP951035A,,1970-01-01T00:00:00.000Z,2026-03-25T10:38:29.008Z,False,3,2,75000,61.48,https://www.bienici.com/annonce/vente/saint-gaudens/appartement/3pieces/citya-immobilier-0985-TAPP951035A
Launaguet,31140,buy,flat,2713-ELYADE,EN EXCLUSIVITE - A vendre Studio - 26.49m² à LAUNAGUET (31140),1970-01-01T00:00:00.000Z,2026-04-17T20:08:43.517Z,False,1,,81750,26.39,https://www.bienici.com/annonce/vente/launaguet/appartement/1pieces/netty-company40779suy-appt-5098
Toulouse,31200,buy,flat,1EB0D92B745011B4,Appartement,1970-01-01T00:00:00.000Z,2026-04-04T19:01:50.609Z,False,2,1,89900,31,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/adapt-immo-312701870
Toulouse,31400,buy,flat,378,"Studio 22,75 m2 loué meublé dernier étage TOULOUSE MONTAUDRA",1970-01-01T00:00:00.000Z,2026-04-15T10:20:01.827Z,False,1,,96000,22.75,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/hektor-SETFIMMOBILIER2022-33814
Toulouse,31200,buy,flat,3873-FOROM,Appartement à vendre Toulouse,1970-01-01T00:00:00.000Z,2026-04-14T16:14:29.606Z,False,1,,56500,18,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/netty-company53666edp-appt-7166
Malvezie,31510,buy,house,1543396,"Petit havre au calme, charme et authenticité",1970-01-01T00:00:00.000Z,2026-04-02T13:17:03.957Z,False,3,2,71000,45,https://www.bienici.com/annonce/vente/malvezie/maison/3pieces/safti-1-1543396
Ardiège,31210,buy,house,1500343,"Maison spacieuse à rénover,vie plain pied possible",1970-01-01T00:00:00.000Z,2026-04-12T13:08:04.987Z,False,5,4,90000,157,https://www.bienici.com/annonce/vente/ardiege/maison/5pieces/safti-1-1500343
Toulouse,31100,buy,flat,312628302,Appartement,1970-01-01T00:00:00.000Z,2026-04-13T19:01:06.716Z,False,1,,52000,19,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/adapt-immo-312628302
Toulouse,31300,buy,flat,0147,Studio avec balcon vendu loué - St-Cyprien,1970-01-01T00:00:00.000Z,2026-04-12T02:00:43.430Z,False,1,,76000,14,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/gedeon-31871852
Saint-Béat,31440,buy,house,VM433-BONNETIMMO,Maison à vendre Saint-Béat-Lez,1970-01-01T00:00:00.000Z,2026-04-17T20:07:44.056Z,False,8,4,79000,180,https://www.bienici.com/annonce/vente/saint-beat/maison/8pieces/netty-company50577qqo-house-433
Portet-d'Aspet,31160,buy,house,1839609,Vente Maison de village 6 pièces,1970-01-01T00:00:00.000Z,2026-04-11T14:29:55.103Z,False,6,3,33000,78,https://www.bienici.com/annonce/vente/portet-d-aspet/maison/6pieces/iad-france-1899167
Miramont-de-Comminges,31800,buy,house,16783,,1970-01-01T00:00:00.000Z,2026-04-12T02:54:19.032Z,False,4,3,59000,86.86,https://www.bienici.com/annonce/vente/miramont-de-comminges/maison/4pieces/century-21-202_2518_16783
Saint-Béat,31440,buy,house,787,,1970-01-01T00:00:00.000Z,2026-03-29T01:50:15.631Z,False,6,3,80000,80,https://www.bienici.com/annonce/vente/saint-beat/maison/6pieces/century-21-202_3729_787
Saint-Béat,31440,buy,flat,305,,1970-01-01T00:00:00.000Z,2026-04-08T01:06:17.470Z,False,3,2,45000,68,https://www.bienici.com/annonce/vente/saint-beat/appartement/3pieces/century-21-202_3729_305
Toulouse,31000,buy,flat,664,Appartement 2 pièces de 37 m² Résidence séniors Quartier des Carmes,1970-01-01T00:00:00.000Z,2026-03-24T18:59:49.140Z,False,2,1,86000,37,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/laforet-immo-facile-52205602
Saint-Gaudens,31800,buy,house,16255,,1970-01-01T00:00:00.000Z,2026-04-12T02:54:19.019Z,False,4,3,88000,55.85,https://www.bienici.com/annonce/vente/saint-gaudens/maison/4pieces/century-21-202_2518_16255
Franquevielle,31210,buy,house,208621SVO-2000005140,Maison ancienne 4 pièces,1970-01-01T00:00:00.000Z,2026-04-11T05:34:24.014Z,False,4,,90000,75,https://www.bienici.com/annonce/vente/franquevielle/maison/4pieces/ag743447-478276340
Toulouse,31100,buy,flat,143-PDT,A VENDRE - TOULOUSE - Pradettes- Studio de 20m²  avec place de parking,1970-01-01T00:00:00.000Z,2026-04-17T19:08:54.766Z,False,1,,87700,20,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/nestenn-1-99939265684
Saint-Béat,31440,buy,house,724,,1970-01-01T00:00:00.000Z,2026-03-30T00:49:16.836Z,False,20,,65000,490,https://www.bienici.com/annonce/vente/saint-beat/maison/20pieces/century-21-202_3729_724
Toulouse,31500,buy,flat,13369,A vendre Toulouse - Jolimont : Appartement Studio,1970-01-01T00:00:00.000Z,2026-04-17T09:09:21.486Z,False,1,,89900,17.56,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/immo-facile-58368872
Toulouse,31100,buy,flat,TAPP946688,,1970-01-01T00:00:00.000Z,2026-04-09T05:17:23.320Z,False,1,0,69000,39.05,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/citya-immobilier-9753-TAPP946688
